Ground-truth,frame,xnano,ynano,znano,intensity 
17529, 19921, 3615.528, 720.288, -514.037, 1897.451 
17530, 19922, 3615.528, 720.288, -514.037, 2397.090 
17531, 17374, 3637.460, 705.080, -525.047, 1941.516 
17532,  1969, 3600.620, 755.933, -519.939, 4247.339 
17533,  9435, 3622.852, 708.676, -534.359, 3433.572 
17534,  9436, 3622.852, 708.676, -534.359, 7632.605 
17535,  9437, 3622.852, 708.676, -534.359, 7632.605 
17536,  9438, 3622.852, 708.676, -534.359, 679.607 
17537, 14951, 3628.820, 702.057, -515.971, 6180.748 
17538, 14952, 3628.820, 702.057, -515.971, 7436.867 
17539, 14953, 3628.820, 702.057, -515.971, 7436.867 
17540, 14954, 3628.820, 702.057, -515.971, 7436.867 
17541, 14955, 3628.820, 702.057, -515.971, 7436.867 
17542, 14956, 3628.820, 702.057, -515.971, 7436.867 
17543, 14957, 3628.820, 702.057, -515.971, 5828.010 
17544, 14961, 3628.820, 702.057, -515.971, 297.198 
17545, 14962, 3628.820, 702.057, -515.971, 7436.867 
17546, 14963, 3628.820, 702.057, -515.971, 7436.867 
17547, 14964, 3628.820, 702.057, -515.971, 1782.197 
17548, 14938, 3622.150, 709.721, -513.908, 5679.590 
17549, 14939, 3622.150, 709.721, -513.908, 102.494 
17550,  1071, 3606.324, 744.720, -518.546, 5646.513 
17551,  1072, 3606.324, 744.720, -518.546, 1071.129 
17552, 16222, 3601.981, 749.545, -514.018, 277.271 
17553, 16223, 3601.981, 749.545, -514.018, 381.806 
17554, 11603, 3608.845, 739.199, -524.373, 1980.887 
17555, 16098, 3614.541, 708.981, -520.220, 1249.106 
17556,  6651, 3609.680, 709.890, -528.997, 2666.915 
17557, 18626, 3641.246, 701.253, -525.119, 4852.414 
17558, 18627, 3641.246, 701.253, -525.119, 7262.597 
17559, 18628, 3641.246, 701.253, -525.119, 6068.146 
17560,  3405, 3613.192, 702.299, -521.589, 713.974 
17561,  3406, 3613.192, 702.299, -521.589, 85.968 
17562,  3409, 3613.192, 702.299, -521.589, 2992.595 
17563,  3409, 3610.049, 729.679, -515.101, 7037.677 
17564,  3410, 3610.049, 729.679, -515.101, 630.090 
17565,  3411, 3610.049, 729.679, -515.101, 3432.152 
17566,  3412, 3610.049, 729.679, -515.101, 4157.715 
17567,  9869, 3624.224, 715.197, -535.135, 1045.944 
17568,  9870, 3624.224, 715.197, -535.135, 7430.448 
17569,  9871, 3624.224, 715.197, -535.135, 7430.448 
17570,  9872, 3624.224, 715.197, -535.135, 4691.172 
17571,  9881, 3624.224, 715.197, -535.135, 3143.070 
17572,  9882, 3624.224, 715.197, -535.135, 2971.395 
17573, 11526, 3686.748, 2469.907, 21.673, 2272.097 
17574, 11527, 3686.748, 2469.907, 21.673, 6573.550 
17575, 19000, 3694.798, 2466.459, 20.337, 1394.572 
17576,  3571, 3666.448, 2457.587, 26.182, 6087.496 
17577,  3572, 3666.448, 2457.587, 26.182, 2210.122 
17578, 10586, 3643.389, 2449.730, 29.367, 923.362 
17579,   884, 3617.838, 2464.158, 25.241, 9772.615 
17580,   885, 3617.838, 2464.158, 25.241, 9950.070 
17581, 17978, 3629.734, 2467.690, 26.992, 6459.280 
17582, 16651, 3636.305, 2460.669, 32.249, 3680.325 
17583, 16652, 3636.305, 2460.669, 32.249, 631.966 
17584,  4053, 3650.463, 2448.164, 22.702, 7622.330 
17585,  4054, 3650.463, 2448.164, 22.702, 3873.244 
17586,  3397, 3609.514, 2447.904, 26.517, 1041.418 
17587,  7011, 3656.685, 2462.099, 29.053, 245.277 
17588,  7012, 3656.685, 2462.099, 29.053, 10103.810 
17589,  7013, 3656.685, 2462.099, 29.053, 10103.810 
17590,  7014, 3656.685, 2462.099, 29.053, 10103.810 
17591,  7015, 3656.685, 2462.099, 29.053, 5310.540 
17592,  7019, 3656.685, 2462.099, 29.053, 8522.668 
17593, 15833, 3660.402, 2447.945, 16.705, 9934.737 
17594, 15834, 3660.402, 2447.945, 16.705, 10097.190 
17595, 15835, 3660.402, 2447.945, 16.705, 600.724 
17596, 15668, 3662.265, 2463.192, 26.168, 2014.676 
17597, 10961, 3630.132, 2446.922, 28.493, 789.549 
17598, 10962, 3630.132, 2446.922, 28.493, 4061.606 
17599, 10964, 3630.132, 2446.922, 28.493, 2303.549 
17600,  8381, 3662.917, 2465.814, 19.440, 1464.816 
17601,  8382, 3662.917, 2465.814, 19.440, 9099.800 
17602, 14599, 3659.707, 2461.698, 12.189, 4861.547 
17603, 14603, 3659.707, 2461.698, 12.189, 1297.784 
17604, 10569, 3646.120, 2465.726, 15.702, 6984.793 
17605, 10570, 3646.120, 2465.726, 15.702, 2593.340 
17606, 10303, 3634.533, 2448.602, 25.720, 2210.817 
17607, 10308, 3634.533, 2448.602, 25.720, 6121.533 
17608, 10309, 3634.533, 2448.602, 25.720, 269.292 
17609,  9257, 3668.759, 2459.963, 25.419, 1762.277 
17610,  9260, 3668.759, 2459.963, 25.419, 3171.249 
17611,  9261, 3668.759, 2459.963, 25.419, 3199.986 
17612, 19009, 3610.842, 2464.231, 21.597, 7668.323 
17613, 19013, 3610.842, 2464.231, 21.597, 6258.700 
17614, 19015, 3610.842, 2464.231, 21.597, 3469.542 
17615,  6536, 3628.886, 2449.211, 18.760, 8164.019 
17616,  6537, 3628.886, 2449.211, 18.760, 583.407 
17617, 19852, 3624.283, 2448.744, 23.310, 8208.494 
17618, 19853, 3624.283, 2448.744, 23.310, 8660.623 
17619, 19854, 3624.283, 2448.744, 23.310, 5075.902 
17620, 13141, 3672.550, 2451.286, 13.576, 6032.072 
17621, 13142, 3672.550, 2451.286, 13.576, 5537.297 
17622, 12156, 3659.330, 2450.782, 27.017, 1836.012 
17623, 12157, 3659.330, 2450.782, 27.017, 10122.914 
17624, 12158, 3659.330, 2450.782, 27.017, 10122.914 
17625, 12159, 3659.330, 2450.782, 27.017, 855.958 
17626, 12850, 3635.121, 2447.035, 15.853, 1643.150 
17627, 12851, 3635.121, 2447.035, 15.853, 10155.721 
17628, 12852, 3635.121, 2447.035, 15.853, 2050.699 
17629, 12854, 3635.121, 2447.035, 15.853, 5993.304 
17630, 12855, 3635.121, 2447.035, 15.853, 10155.721 
17631, 12856, 3635.121, 2447.035, 15.853, 9762.172 
17632, 16605, 3675.662, 2463.508, 25.131, 3446.350 
17633, 10137, 3691.761, 2467.645, 8.911, 3699.148 
17634, 10142, 3691.761, 2467.645, 8.911, 1164.332 
17635, 15238, 3647.501, 2457.016, 28.597, 1597.839 
17636, 15239, 3647.501, 2457.016, 28.597, 10050.852 
17637, 15240, 3647.501, 2457.016, 28.597, 10050.852 
17638, 15241, 3647.501, 2457.016, 28.597, 414.315 
17639, 13852, 3679.525, 2463.827, 7.172, 3596.665 
17640,  6965, 3642.904, 2466.936, 27.827, 1409.462 
17641,  6966, 3642.904, 2466.936, 27.827, 6767.975 
17642,  2901, 3692.187, 2452.092, 7.365, 5215.214 
17643,  7708, 3608.492, 2451.532, 32.714, 6729.024 
17644,  7709, 3608.492, 2451.532, 32.714, 2546.078 
17645,  7710, 3608.492, 2451.532, 32.714, 1626.768 
17646,  7711, 3608.492, 2451.532, 32.714, 2491.057 
17647, 11419, 3616.108, 2453.499, 34.383, 7892.064 
17648, 11420, 3616.108, 2453.499, 34.383, 234.494 
17649, 10213, 3678.284, 2456.712, 9.641, 4229.286 
17650, 10214, 3678.284, 2456.712, 9.641, 4479.751 
17651, 16143, 3664.291, 2454.647, 12.902, 8738.763 
17652, 18780, 3696.520, 2461.476, 8.006, 2939.497 
17653,  9123, 3637.918, 2465.147, 15.144, 5758.345 
17654,  9124, 3637.918, 2465.147, 15.144, 1580.020 
17655,   371, 3682.156, 2467.930, 14.249, 3643.840 
17656,   372, 3682.156, 2467.930, 14.249, 10130.952 
17657,   373, 3682.156, 2467.930, 14.249, 8053.974 
17658,  9561, 3681.678, 2468.940, 18.760, 2491.333 
17659,  9562, 3681.678, 2468.940, 18.760, 4502.794 
17660,   417, 3646.202, 2453.402, 30.698, 599.763 
17661,   418, 3646.202, 2453.402, 30.698, 10060.085 
17662,   419, 3646.202, 2453.402, 30.698, 2912.067 
17663, 16047, 3641.830, 2466.240, 23.212, 1740.424 
17664, 16048, 3641.830, 2466.240, 23.212, 10046.476 
17665, 16049, 3641.830, 2466.240, 23.212, 3961.741 
17666, 18341, 3611.669, 2463.824, 25.294, 2614.637 
17667, 18342, 3611.669, 2463.824, 25.294, 10058.463 
17668, 18343, 3611.669, 2463.824, 25.294, 10058.463 
17669, 18344, 3611.669, 2463.824, 25.294, 10058.463 
17670, 18345, 3611.669, 2463.824, 25.294, 7246.229 
17671, 18346, 3611.669, 2463.824, 25.294, 10058.463 
17672, 18347, 3611.669, 2463.824, 25.294, 3849.551 
17673, 18348, 3611.669, 2463.824, 25.294, 8149.810 
17674, 18349, 3611.669, 2463.824, 25.294, 1779.639 
17675,  9107, 3634.192, 2456.304, 134.082, 372.187 
17676,  9108, 3634.192, 2456.304, 134.082, 10047.177 
17677,  9109, 3634.192, 2456.304, 134.082, 4978.496 
17678, 16438, 3695.404, 2465.756, 120.219, 8789.908 
17679, 16439, 3695.404, 2465.756, 120.219, 7905.454 
17680, 18186, 3673.226, 2479.429, 127.679, 4100.022 
17681, 18187, 3673.226, 2479.429, 127.679, 10088.594 
17682, 18188, 3673.226, 2479.429, 127.679, 2128.381 
17683, 18190, 3673.226, 2479.429, 127.679, 5921.604 
17684, 18191, 3673.226, 2479.429, 127.679, 10088.594 
17685, 18192, 3673.226, 2479.429, 127.679, 4183.779 
17686, 18204, 3673.226, 2479.429, 127.679, 182.139 
17687, 18687, 3618.117, 2468.847, 122.926, 1133.798 
17688, 11951, 3635.200, 2460.354, 134.614, 3347.437 
17689,  7119, 3618.395, 2464.836, 137.212, 3643.351 
17690, 16895, 3687.981, 2463.664, 125.827, 1463.902 
17691, 16896, 3687.981, 2463.664, 125.827, 2726.334 
17692, 15983, 3698.718, 2462.848, 132.610, 5578.513 
17693, 15984, 3698.718, 2462.848, 132.610, 10009.009 
17694, 15985, 3698.718, 2462.848, 132.610, 3250.887 
17695, 19023, 3698.234, 2463.639, 130.524, 3074.875 
17696, 19024, 3698.234, 2463.639, 130.524, 9826.923 
17697, 19025, 3698.234, 2463.639, 130.524, 1565.454 
17698, 18874, 3684.046, 2459.396, 130.663, 2386.707 
17699, 18875, 3684.046, 2459.396, 130.663, 5718.103 
17700, 18876, 3684.046, 2459.396, 130.663, 6545.181 
17701,  3497, 3618.707, 2464.180, 118.495, 3889.199 
17702,  4823, 3669.512, 2469.450, 136.749, 7405.263 
17703,  6051, 3698.072, 2480.086, 134.286, 90.826 
17704,  6419, 3687.716, 2477.244, 125.743, 1765.167 
17705,  6420, 3687.716, 2477.244, 125.743, 7742.919 
17706, 18217, 3618.983, 2469.308, 121.989, 982.999 
17707, 18218, 3618.983, 2469.308, 121.989, 2556.036 
17708,  9449, 3691.118, 2472.592, 119.540, 6455.288 
17709,  9450, 3691.118, 2472.592, 119.540, 10148.977 
17710,  9451, 3691.118, 2472.592, 119.540, 6627.631 
17711, 18002, 3644.397, 2460.484, 137.330, 321.177 
17712, 18005, 3644.397, 2460.484, 137.330, 10082.595 
17713, 18006, 3644.397, 2460.484, 137.330, 8609.531 
17714, 17160, 3622.890, 2460.570, 134.383, 2770.429 
17715,  3982, 3666.103, 2459.717, 124.858, 5743.204 
17716,  3983, 3666.103, 2459.717, 124.858, 10049.644 
17717,  3984, 3666.103, 2459.717, 124.858, 7970.197 
17718,  3986, 3666.103, 2459.717, 124.858, 5505.007 
17719,  3987, 3666.103, 2459.717, 124.858, 10049.644 
17720,  3988, 3666.103, 2459.717, 124.858, 7881.573 
17721,  8509, 3613.056, 2457.408, 120.498, 403.923 
17722,  8510, 3613.056, 2457.408, 120.498, 6245.712 
17723,  8513, 3613.056, 2457.408, 120.498, 3242.183 
17724,  8517, 3613.056, 2457.408, 120.498, 2818.764 
17725,  8518, 3613.056, 2457.408, 120.498, 4559.247 
17726, 10435, 3664.682, 2470.944, 117.886, 4380.559 
17727, 10436, 3664.682, 2470.944, 117.886, 10094.232 
17728, 10437, 3664.682, 2470.944, 117.886, 10094.232 
17729, 10438, 3664.682, 2470.944, 117.886, 10094.232 
17730, 10439, 3664.682, 2470.944, 117.886, 1553.517 
17731, 10440, 3664.682, 2470.944, 117.886, 901.534 
17732, 10441, 3664.682, 2470.944, 117.886, 5023.516 
17733,  5783, 3674.711, 2465.452, 136.739, 2183.182 
17734,  5784, 3674.711, 2465.452, 136.739, 2487.665 
17735,  5788, 3674.711, 2465.452, 136.739, 657.291 
17736,  5789, 3674.711, 2465.452, 136.739, 4741.049 
17737,  1799, 3679.279, 2458.386, 127.885, 1372.413 
17738,  1801, 3679.279, 2458.386, 127.885, 1762.179 
17739,  1802, 3679.279, 2458.386, 127.885, 5198.673 
17740, 10932, 3642.242, 2468.725, 135.060, 7449.030 
17741, 10933, 3642.242, 2468.725, 135.060, 10036.756 
17742, 10934, 3642.242, 2468.725, 135.060, 1805.286 
17743,  1872, 3662.165, 2469.236, 137.123, 1905.972 
17744,  1873, 3662.165, 2469.236, 137.123, 8925.608 
17745,  5905, 3664.228, 2455.997, 132.648, 4729.346 
17746,  5906, 3664.228, 2455.997, 132.648, 10103.168 
17747,  5907, 3664.228, 2455.997, 132.648, 10103.168 
17748,  5908, 3664.228, 2455.997, 132.648, 10103.168 
17749,  5909, 3664.228, 2455.997, 132.648, 10103.168 
17750,  5910, 3664.228, 2455.997, 132.648, 5975.729 
17751,  9897, 3623.325, 2456.673, 124.107, 5117.530 
17752,  9898, 3623.325, 2456.673, 124.107, 10154.767 
17753,  9899, 3623.325, 2456.673, 124.107, 5077.549 
17754, 16357, 3634.417, 2469.098, 119.613, 2295.389 
17755, 16358, 3634.417, 2469.098, 119.613, 7283.298 
17756, 16359, 3634.417, 2469.098, 119.613, 10086.440 
17757, 16360, 3634.417, 2469.098, 119.613, 10086.440 
17758, 16361, 3634.417, 2469.098, 119.613, 10086.440 
17759, 16362, 3634.417, 2469.098, 119.613, 9270.198 
17760,  7242, 3651.537, 2469.391, 136.247, 2253.982 
17761,  7244, 3651.537, 2469.391, 136.247, 7699.686 
17762,  7245, 3651.537, 2469.391, 136.247, 9197.557 
17763,  5889, 3610.122, 2454.421, 132.518, 8497.933 
17764,  5890, 3610.122, 2454.421, 132.518, 3165.979 
17765,  5891, 3610.122, 2454.421, 132.518, 2941.520 
17766,  5895, 3610.122, 2454.421, 132.518, 6832.690 
17767,  5896, 3610.122, 2454.421, 132.518, 10154.989 
17768,  5897, 3610.122, 2454.421, 132.518, 431.803 
17769, 19639, 3605.793, 2470.739, 125.608, 693.393 
17770, 19640, 3605.793, 2470.739, 125.608, 4814.342 
17771,  5069, 3639.240, 2455.333, 128.672, 2856.199 
17772,  5070, 3639.240, 2455.333, 128.672, 10120.127 
17773,  5071, 3639.240, 2455.333, 128.672, 1978.216 
17774,  7322, 3624.480, 2461.372, 135.376, 4950.632 
17775,  7323, 3624.480, 2461.372, 135.376, 3646.058 
17776,  2568, 3687.382, 2467.774, 120.730, 1441.061 
17777,  2569, 3687.382, 2467.774, 120.730, 4796.613 
17778,  7017, 3622.927, 2464.802, 135.759, 5238.090 
17779,  7018, 3622.927, 2464.802, 135.759, 10054.122 
17780,  7019, 3622.927, 2464.802, 135.759, 2512.049 
17781,  7020, 3622.927, 2464.802, 135.759, 6656.419 
17782,  5383, 3658.168, 2463.561, 134.645, 6769.209 
17783, 13195, 3690.661, 2465.305, 137.991, 3959.256 
17784, 13196, 3690.661, 2465.305, 137.991, 6503.945 
17785, 18947, 3603.617, 2469.207, 134.815, 1277.262 
17786, 18948, 3603.617, 2469.207, 134.815, 3234.882 
17787,  8345, 3624.608, 2471.695, 122.710, 894.074 
17788,  5169, 3796.759, 384.282, -589.043, 272.849 
17789,  5170, 3796.759, 384.282, -589.043, 3761.984 
17790,  1268, 3746.967, 487.729, -572.267, 2955.784 
17791,  1269, 3746.967, 487.729, -572.267, 6678.792 
17792,  6860, 3764.064, 463.331, -568.987, 1350.387 
17793, 17312, 3764.511, 474.258, -564.986, 1496.270 
17794, 17313, 3764.511, 474.258, -564.986, 6461.818 
17795, 17314, 3764.511, 474.258, -564.986, 6461.818 
17796, 17315, 3764.511, 474.258, -564.986, 6461.818 
17797, 17316, 3764.511, 474.258, -564.986, 1636.309 
17798,   661, 3754.862, 468.541, -573.992, 136.370 
17799,   662, 3754.862, 468.541, -573.992, 3328.655 
17800, 14659, 3770.351, 448.441, -582.010, 118.775 
17801, 14660, 3770.351, 448.441, -582.010, 3353.127 
17802, 14661, 3770.351, 448.441, -582.010, 5794.168 
17803, 14662, 3770.351, 448.441, -582.010, 6847.484 
17804, 14663, 3770.351, 448.441, -582.010, 5871.737 
17805,  3774, 3782.199, 415.939, -586.434, 741.873 
17806, 17229, 3770.146, 475.386, -580.542, 1654.620 
17807,  5506, 3751.185, 498.737, -579.068, 1404.752 
17808,  5507, 3751.185, 498.737, -579.068, 2408.765 
17809,  9776, 3753.813, 474.619, -567.426, 6136.195 
17810,  9777, 3753.813, 474.619, -567.426, 2706.377 
17811,  5085, 3766.075, 480.637, -561.781, 3637.822 
17812,  5091, 3766.075, 480.637, -561.781, 2122.690 
17813,  5092, 3766.075, 480.637, -561.781, 4934.645 
17814,  3858, 3780.385, 436.988, -572.321, 2460.584 
17815,  3859, 3780.385, 436.988, -572.321, 3048.437 
17816,  3860, 3780.385, 436.988, -572.321, 716.013 
17817, 11193, 3756.975, 481.305, -564.579, 742.880 
17818,  3598, 3777.421, 453.000, -584.413, 4864.339 
17819,  9613, 3750.895, 486.774, -571.006, 2502.931 
17820,  9614, 3750.895, 486.774, -571.006, 2372.976 
17821, 12840, 3765.197, 469.720, -581.121, 3658.722 
17822, 12841, 3765.197, 469.720, -581.121, 6716.974 
17823, 12842, 3765.197, 469.720, -581.121, 2138.784 
17824, 11705, 3763.790, 465.343, -564.287, 1439.158 
17825,  8768, 3790.645, 427.196, -573.641, 761.598 
17826,  5716, 3762.611, 486.093, -579.244, 323.887 
17827,  7910, 3793.723, 408.284, -574.228, 230.503 
17828,  7911, 3793.723, 408.284, -574.228, 6298.203 
17829,  7912, 3793.723, 408.284, -574.228, 115.795 
17830,  7914, 3793.723, 408.284, -574.228, 5564.472 
17831,  7915, 3793.723, 408.284, -574.228, 6298.203 
17832,  7916, 3793.723, 408.284, -574.228, 4801.676 
17833,  7922, 3793.723, 408.284, -574.228, 3392.097 
17834,  7923, 3793.723, 408.284, -574.228, 5101.881 
17835,  7926, 3793.723, 408.284, -574.228, 1265.374 
17836,  7927, 3793.723, 408.284, -574.228, 583.941 
17837,  7935, 3793.723, 408.284, -574.228, 773.034 
17838,  7941, 3793.723, 408.284, -574.228, 2512.795 
17839,  7942, 3793.723, 408.284, -574.228, 1726.543 
17840,  8055, 3768.617, 449.860, -579.224, 1289.725 
17841,  8056, 3768.617, 449.860, -579.224, 6366.110 
17842,  8057, 3768.617, 449.860, -579.224, 3550.646 
17843, 15103, 3757.748, 464.822, -569.552, 1457.110 
17844, 18935, 3799.319, 422.012, -590.997, 1754.569 
17845, 18936, 3799.319, 422.012, -590.997, 6118.140 
17846, 11879, 3767.577, 464.886, -581.795, 2830.369 
17847, 11880, 3767.577, 464.886, -581.795, 2688.888 
17848, 11881, 3767.577, 464.886, -581.795, 6708.171 
17849, 11882, 3767.577, 464.886, -581.795, 289.563 
17850, 11883, 3767.577, 464.886, -581.795, 5904.462 
17851, 11885, 3767.577, 464.886, -581.795, 680.480 
17852, 18439, 3790.093, 407.471, -582.577, 2798.431 
17853, 18440, 3790.093, 407.471, -582.577, 6252.716 
17854, 18441, 3790.093, 407.471, -582.577, 543.635 
17855,  3023, 3705.557, 569.561, -551.187, 1475.852 
17856,  3024, 3705.557, 569.561, -551.187, 3789.150 
17857,  3025, 3705.557, 569.561, -551.187, 6140.085 
17858,  3027, 3705.557, 569.561, -551.187, 441.561 
17859, 12048, 3721.794, 567.020, -560.306, 1303.346 
17860, 12049, 3721.794, 567.020, -560.306, 6923.171 
17861, 12050, 3721.794, 567.020, -560.306, 3334.080 
17862, 17833, 3757.820, 500.265, -575.906, 5661.963 
17863, 17834, 3757.820, 500.265, -575.906, 1384.772 
17864,  7543, 3703.794, 594.468, -557.237, 1328.138 
17865,  7544, 3703.794, 594.468, -557.237, 1318.790 
17866,  7551, 3703.794, 594.468, -557.237, 2507.553 
17867,  7552, 3703.794, 594.468, -557.237, 6036.616 
17868, 10410, 3735.389, 538.870, -551.933, 5434.163 
17869, 10411, 3735.389, 538.870, -551.933, 6743.773 
17870, 10412, 3735.389, 538.870, -551.933, 3545.839 
17871, 10413, 3735.389, 538.870, -551.933, 5771.205 
17872, 13042, 3733.710, 514.996, -562.411, 612.377 
17873, 13043, 3733.710, 514.996, -562.411, 6705.424 
17874, 13044, 3733.710, 514.996, -562.411, 309.570 
17875,  6633, 3754.193, 511.047, -562.956, 2291.630 
17876,  6634, 3754.193, 511.047, -562.956, 6656.368 
17877,  6635, 3754.193, 511.047, -562.956, 6656.368 
17878,  6636, 3754.193, 511.047, -562.956, 6656.368 
17879,  6637, 3754.193, 511.047, -562.956, 2630.399 
17880,  4500, 3743.186, 508.234, -576.520, 1332.856 
17881, 16920, 3743.863, 517.712, -553.068, 1619.888 
17882, 16921, 3743.863, 517.712, -553.068, 1547.163 
17883, 16924, 3743.863, 517.712, -553.068, 2814.781 
17884, 16925, 3743.863, 517.712, -553.068, 1305.700 
17885, 16933, 3743.863, 517.712, -553.068, 3131.776 
17886, 16934, 3743.863, 517.712, -553.068, 476.299 
17887, 16942, 3743.863, 517.712, -553.068, 1302.549 
17888, 10927, 3725.486, 552.237, -569.025, 312.505 
17889, 10928, 3725.486, 552.237, -569.025, 2850.945 
17890, 10929, 3725.486, 552.237, -569.025, 7128.582 
17891, 10930, 3725.486, 552.237, -569.025, 1654.037 
17892,  6964, 3709.449, 584.492, -559.331, 6083.563 
17893,  6965, 3709.449, 584.492, -559.331, 5749.490 
17894, 14951, 3753.223, 500.763, -559.017, 1191.445 
17895, 14952, 3753.223, 500.763, -559.017, 123.262 
17896, 14953, 3753.223, 500.763, -559.017, 4904.624 
17897,  6579, 3731.026, 521.298, -559.819, 3860.642 
17898, 13733, 3722.477, 539.316, -554.811, 5309.298 
17899, 13734, 3722.477, 539.316, -554.811, 4299.088 
17900,  6568, 3727.669, 537.807, -552.511, 703.692 
17901,  6569, 3727.669, 537.807, -552.511, 6987.314 
17902,  6570, 3727.669, 537.807, -552.511, 936.981 
17903,  5368, 3730.524, 522.500, -556.556, 1304.794 
17904,  7948, 3709.548, 564.432, -551.660, 2140.708 
17905,  7949, 3709.548, 564.432, -551.660, 7088.258 
17906,  7950, 3709.548, 564.432, -551.660, 5842.080 
17907,  7958, 3709.548, 564.432, -551.660, 768.485 
17908, 17991, 3703.668, 568.266, -557.649, 5918.962 
17909, 17992, 3703.668, 568.266, -557.649, 6584.439 
17910, 17993, 3703.668, 568.266, -557.649, 950.286 
17911, 19131, 3701.423, 581.576, -558.426, 2612.504 
17912, 19132, 3701.423, 581.576, -558.426, 1855.283 
17913, 19135, 3701.423, 581.576, -558.426, 442.973 
17914, 19136, 3701.423, 581.576, -558.426, 7201.178 
17915, 19137, 3701.423, 581.576, -558.426, 5512.099 
17916, 15186, 3745.375, 528.138, -566.940, 3298.435 
17917,  3107, 3708.432, 597.745, -554.354, 2588.523 
17918,  3108, 3708.432, 597.745, -554.354, 4236.884 
17919,  3109, 3708.432, 597.745, -554.354, 3831.553 
17920,  3110, 3708.432, 597.745, -554.354, 1564.634 
17921,  3114, 3708.432, 597.745, -554.354, 2681.092 
17922,  3115, 3708.432, 597.745, -554.354, 4852.223 
17923,  3116, 3708.432, 597.745, -554.354, 1438.830 
17924,  3117, 3708.432, 597.745, -554.354, 400.086 
17925,  3118, 3708.432, 597.745, -554.354, 7044.076 
17926,  3119, 3708.432, 597.745, -554.354, 7044.076 
17927,  3120, 3708.432, 597.745, -554.354, 7044.076 
17928,  3121, 3708.432, 597.745, -554.354, 7044.076 
17929,  3122, 3708.432, 597.745, -554.354, 7044.076 
17930,  3123, 3708.432, 597.745, -554.354, 986.859 
17931, 19681, 3734.569, 547.382, -566.170, 3019.269 
17932, 19682, 3734.569, 547.382, -566.170, 6711.435 
17933, 19683, 3734.569, 547.382, -566.170, 289.543 
17934,  2163, 3723.016, 534.240, -554.871, 791.535 
17935,  2164, 3723.016, 534.240, -554.871, 3438.135 
17936,  2692, 3707.111, 564.025, -551.699, 4997.453 
17937,  2693, 3707.111, 564.025, -551.699, 2272.364 
17938,  2699, 3707.111, 564.025, -551.699, 4234.436 
17939,  2700, 3707.111, 564.025, -551.699, 7038.808 
17940,  2701, 3707.111, 564.025, -551.699, 5542.481 
17941, 16313, 3739.442, 540.753, -569.438, 3119.740 
17942, 16314, 3739.442, 540.753, -569.438, 1111.340 
17943, 16315, 3739.442, 540.753, -569.438, 3934.625 
17944,  3986, 3742.678, 513.517, -572.676, 3237.635 
17945,  7593, 3745.243, 510.326, -574.693, 1795.386 
17946,  7594, 3745.243, 510.326, -574.693, 4826.558 
17947,  7597, 3745.243, 510.326, -574.693, 613.790 
17948,  7598, 3745.243, 510.326, -574.693, 1357.514 
17949,  7599, 3745.243, 510.326, -574.693, 1629.844 
17950,  7600, 3745.243, 510.326, -574.693, 6820.915 
17951,  7601, 3745.243, 510.326, -574.693, 6820.915 
17952,  7602, 3745.243, 510.326, -574.693, 2799.486 
17953,  7604, 3745.243, 510.326, -574.693, 1593.848 
17954,   803, 3712.111, 588.071, -553.015, 167.957 
17955, 12129, 3744.011, 531.162, -560.609, 3601.471 
17956, 12130, 3744.011, 531.162, -560.609, 6895.252 
17957, 12131, 3744.011, 531.162, -560.609, 751.876 
17958, 11909, 3722.165, 538.607, -552.489, 429.829 
17959, 11910, 3722.165, 538.607, -552.489, 2395.039 
17960, 13936, 3720.682, 546.361, -562.912, 722.809 
17961, 13937, 3720.682, 546.361, -562.912, 6416.759 
17962,  4002, 3719.391, 545.425, -563.399, 4217.440 
17963,  4003, 3719.391, 545.425, -563.399, 6282.708 
17964,  4011, 3719.391, 545.425, -563.399, 1211.133 
17965,  4012, 3719.391, 545.425, -563.399, 755.633 
17966, 16577, 3710.236, 561.308, -549.642, 4023.575 
17967, 16578, 3710.236, 561.308, -549.642, 7190.763 
17968, 16579, 3710.236, 561.308, -549.642, 7190.763 
17969, 16580, 3710.236, 561.308, -549.642, 682.372 
17970, 16585, 3710.236, 561.308, -549.642, 2511.782 
17971, 16586, 3710.236, 561.308, -549.642, 7190.763 
17972, 16587, 3710.236, 561.308, -549.642, 7190.763 
17973, 16588, 3710.236, 561.308, -549.642, 1129.760 
17974,  2677, 3721.723, 554.229, -549.302, 1864.993 
17975,  2678, 3721.723, 554.229, -549.302, 6798.411 
17976,  2679, 3721.723, 554.229, -549.302, 6798.411 
17977,  2680, 3721.723, 554.229, -549.302, 2112.310 
17978, 18398, 3706.951, 587.958, -540.256, 483.327 
17979, 18399, 3706.951, 587.958, -540.256, 87.956 
17980,  9410, 3720.213, 566.165, -548.842, 1335.143 
17981,  9411, 3720.213, 566.165, -548.842, 6785.591 
17982,  9412, 3720.213, 566.165, -548.842, 1715.804 
17983,  9416, 3720.213, 566.165, -548.842, 3956.941 
17984,  2351, 3720.028, 573.933, -547.628, 3258.398 
17985,  1629, 3701.232, 606.322, -549.660, 6386.267 
17986,  1630, 3701.232, 606.322, -549.660, 1862.558 
17987,  1631, 3701.232, 606.322, -549.660, 6984.475 
17988,  1632, 3701.232, 606.322, -549.660, 5032.001 
17989, 13797, 3705.043, 2455.257, 5.091, 1664.892 
